,tool_name,api_name,instruction,type
0,access_user_info,get_user_profile,Can you show me my user profile?,2
1,access_user_info,get_user_profile,Can I see what language is set on my profile?,2
2,access_user_info,get_user_profile,What is my current location as per my profile?,2
3,access_user_info,get_user_profile,What age is recorded in my profile?,2
4,access_user_info,get_user_profile,Can I have a look at the personal details in my profile?,2
5,access_user_info,get_user_profile,What's the gender information in my profile?,2
6,access_user_info,get_user_profile,"I want to confirm, is my profile showing the correct name?",2
7,access_user_info,get_user_profile,Can I check whether my profile reflects my current city of residence?,2
8,access_user_info,get_user_profile,What's the information listed in my profile?,2
9,access_user_info,get_user_profile,Can you display the data from my user profile?,2
10,agent_equipments,get_current_time,What's the current local time and date right now?,2
11,agent_equipments,get_current_time,What day of the week is it today?,2
12,agent_equipments,get_current_time,"Can you tell me the exact time, date, and day of the week right now?",2
13,agent_equipments,get_current_time,What's the current time and day today?,2
14,agent_equipments,get_current_time,Can you provide me the current time along with today's date?,2
15,agent_equipments,get_current_time,What is today's date and the day of the week?,2
16,agent_equipments,get_current_time,Could you please tell me the exact local time and today's date?,2
17,agent_equipments,get_current_time,Please let me know the current time and which day of the week it is today.,2
18,agent_equipments,get_current_time,"Can you give me the precise local time, date, and day today?",2
19,agent_equipments,get_current_time,What's the current time and what day is it today?,2
20,agent_equipments,get_my_location,Where am I currently located?,2
21,agent_equipments,get_my_location,Can you tell me my current location?,2
22,agent_equipments,get_my_location,What is my location right now?,2
23,agent_equipments,get_my_location,Could you help me find out my current location?,2
24,agent_equipments,get_my_location,"I am lost, where am I?",2
25,agent_equipments,get_my_location,What is the name of the place where I am now?,2
26,agent_equipments,get_my_location,Can you let me know where am I situated at this moment?,2
27,agent_equipments,get_my_location,"I need to know my present location, can you inform me?",2
28,agent_equipments,get_my_location,Now where am I?,2
29,agent_equipments,get_my_location,What is my pinpoint location right now?,2
30,airports,query_airports_by_name,Can you tell me the information about Shenzhen Bao'an International Airport?,2
31,airports,query_airports_by_name,"I need details about Hong Kong International Airport, can you lookup?",2
32,airports,query_airports_by_name,What can you tell me about Beijing Daxing International Airport?,2
33,airports,query_airports_by_name,I would like to know about Shanghai Pudong International Airport.,2
34,airports,query_airports_by_name,Can you provide me with details on Chengdu Shuangliu International Airport?,2
35,airports,query_airports_by_name,What can you tell me about Guangzhou Baiyun International Airport?,2
36,airports,query_airports_by_name,"I need to know about Hangzhou Xiaoshan International Airport, could you please look it up for me?",2
37,airports,query_airports_by_name,Can you check for Kunming Changshui International Airport?,2
38,airports,query_airports_by_name,"I need information on Nanjing Lukou International Airport, could you provide?",2
39,airports,query_airports_by_name,Can you lookup for Xi'an Xianyang International Airport?,2
40,airports,get_airport_by_iata_code,"What is the location of airport with IATA code ""SZX""?",2
41,airports,get_airport_by_iata_code,"Can you please tell me the ICAO code of airport with IATA code ""PEK""?",2
42,airports,get_airport_by_iata_code,"What's the local time at the airport with IATA code ""JFK""?",2
43,airports,get_airport_by_iata_code,"Could you provide information on the airport with IATA code ""LAX""?",2
44,airports,get_airport_by_iata_code,"What is the name of the airport with IATA code ""DXB""?",2
45,airports,get_airport_by_iata_code,"Can you give me the details of the airport with IATA code ""HND""?",2
46,airports,get_airport_by_iata_code,"What city is the airport with IATA code ""AMS"" located in?",2
47,airports,get_airport_by_iata_code,"What timezone does the airport with IATA code ""SFO"" belong to?",2
48,airports,get_airport_by_iata_code,"What country is the airport with IATA code ""SYD"" in?",2
49,airports,get_airport_by_iata_code,"Can you provide me the address of the airport with IATA code ""YYZ""?",2
50,airports,get_airport_by_icao_code,"Can you find the location and local time of the airport with ICAO code ""ZGSZ""?",2
51,airports,get_airport_by_icao_code,"What is the information of the airport with ICAO code ""VHHH""?",2
52,airports,get_airport_by_icao_code,"I want to know the details of the airport with the ICAO code ""OMDB"".",2
53,airports,get_airport_by_icao_code,"Tell me about the airport with ICAO code ""EGLL"" - its location and current local time.",2
54,airports,get_airport_by_icao_code,"What can you tell me about the airport with ICAO code ""KLAX""?",2
55,airports,get_airport_by_icao_code,"Find me the location and local time of the airport with ICAO code ""RJTT"".",2
56,airports,get_airport_by_icao_code,"Give me the information on the airport with the ICAO code ""SCEL"".",2
57,airports,get_airport_by_icao_code,"Can you provide details about the airport with ICAO code ""LFPG""?",2
58,airports,get_airport_by_icao_code,"I'd like to know more about the airport with the ICAO code ""YSSY"".",2
59,airports,get_airport_by_icao_code,"What is the location and local time of the airport with ICAO code ""CYYZ""?",2
60,bing,web_search,Can you find some Chinese websites about NBA?,2
61,bing,web_search,I need top 5 articles about covid-19 vaccine in English.,2
62,bing,web_search,Could you locate recent articles about artificial intelligence development in Chinese?,2
63,bing,web_search,Are there any articles related to the 2024 US presidential election?,2
64,bing,web_search,Can you provide some research papers on Quantum Computing accessible on internet?,2
65,bing,web_search,Could you find resources about learning Mandarin online for beginners in Spanish?,2
66,bing,web_search,Are there any information about the cats commonly found in China available online in Chinese?,2
67,bing,web_search,"I'd like to get a list of English blog articles about vegetarian recipes, can you find it?",2
68,bing,web_search,Can you find some popular online forums about game development in English?,2
69,bing,web_search,Could you find online resources teaching Italian cooking techniques in Italian?,2
70,bing_search_apis,images_search,Can you show me some images of the Shenzhen skyline?,2
71,bing_search_apis,images_search,I'd like to see pictures of popular tourist attractions in Beijing.,2
72,bing_search_apis,images_search,Can you find some images of famous Chinese celebrities?,2
73,bing_search_apis,images_search,I'd like to see some beautiful landscapes and nature spots around China.,2
74,bing_search_apis,images_search,Can you find some images of Chinese traditional architecture?,2
75,bing_search_apis,images_search,I'm looking for pictures of popular street food in Shenzhen.,2
76,bing_search_apis,images_search,Can you show me images of traditional Chinese clothing and fashion?,2
77,bing_search_apis,images_search,Can you find some images of the top 10 tallest buildings in the world?,2
78,bing_search_apis,images_search,I'd like to see pictures of luxury hotels and resorts in Hainan.,2
79,bing_search_apis,images_search,"Can you find me images of animals native to China, such as pandas and golden monkeys?",2
80,calculator,calculate,Can you help me calculate the result of 2 + 3 * 4?,2
81,calculator,calculate,What is the value of the expression (5 - 2) * (3 + 1)?,2
82,calculator,calculate,Can you find the result of 100 / (10 - 5) * 2?,2
83,calculator,calculate,What is the result of ((3 + 7) * 5) - 2?,2
84,calculator,calculate,Calculate the value of this math problem: 20 * (4 + 1) - 10?,2
85,calculator,calculate,Please solve the following expression: (15 - 10) * (6 / 2) + 5,2
86,calculator,calculate,Can you calculate this formula for me: (9 + 3) / 4 * 8?,2
87,calculator,calculate,What is the result of (12*2) / (6*1) + 7?,2
88,calculator,calculate,Could you please calculate the expression (25 + 35) / (3 * 5) - 4?,2
89,calculator,calculate,Can you tell me the result of this math problem: 18 - (3 * 6) / 2?,2
90,calendar,days_of_month,Can you show me the calendar for May 2024?,2
91,calendar,days_of_month,I'd like to see the calendar for December 2023.,2
92,calendar,days_of_month,What day of the week does the 9th of July 2024 fall on?,2
93,calendar,days_of_month,Can you tell me which day of the week the first day of April 2024 is?,2
94,calendar,days_of_month,I need to see the calendar days for March 2024.,2
95,calendar,days_of_month,What are the days and their weekdays in September 2024?,2
96,calendar,days_of_month,Can I have a look at the calendar for June 2024?,2
97,calendar,days_of_month,What day of the week is the 30th of November 2024?,2
98,calendar,days_of_month,Can you show me the calendar for this month?,2
99,calendar,days_of_month,I'd like to know the day of the week for the 15th of October 2024.,2
100,calendar,display_calendar_of_month,Can you show me the calendar for April 2024?,2
101,calendar,display_calendar_of_month,"What does the calendar look like for the next month, April 2024?",2
102,calendar,display_calendar_of_month,I need to see the calendar for May 2024.,2
103,calendar,display_calendar_of_month,Can you display the calendar for October 2023?,2
104,calendar,display_calendar_of_month,Let me see the calendar of June 2025.,2
105,calendar,display_calendar_of_month,What's the calendar for January 2024?,2
106,calendar,display_calendar_of_month,"Show me the calendar of the current month, March 2024.",2
107,calendar,display_calendar_of_month,Please display the calendar of August 2024.,2
108,calendar,display_calendar_of_month,I want to check the calendar for December 2023.,2
109,calendar,display_calendar_of_month,Can you present the calendar for September 2025?,2
110,currency_exchange,listquotes,How many RMB (CNY) do I need to exchange for 100 USD?,2
111,currency_exchange,listquotes,"I'm planning to travel to Japan, what's the current exchange rate from CNY to JPY?",2
112,currency_exchange,listquotes,"I received 500 Euros as a gift, how much will it be in CNY?",2
113,currency_exchange,listquotes,What's the exchange rate between Australian Dollar (AUD) and British Pound (GBP) right now?,2
114,currency_exchange,listquotes,"I'm going to Hong Kong, how much Hong Kong Dollar (HKD) can I get for 2000 CNY?",2
115,currency_exchange,listquotes,How much CNY can I get if I exchange 1000 Canadian Dollars (CAD)?,2
116,currency_exchange,listquotes,I want to know the live conversion rate between Indian Rupee (INR) and CNY.,2
117,currency_exchange,listquotes,What's the current exchange rate from United Arab Emirates Dirham (AED) to CNY?,2
118,currency_exchange,listquotes,"I'm interested in investing in Brazilian Real (BRL), how much would 5000 CNY be in BRL?",2
119,currency_exchange,listquotes,How much CNY can I get by exchanging 3000 Russian Ruble (RUB)?,2
120,currency_exchange,exchange,What's the equivalent amount in Japanese Yen for 1000 Chinese Yuan?,2
121,currency_exchange,exchange,"If I have 200 Euros, how much will it be in Canadian dollars?",2
122,currency_exchange,exchange,Can you tell me how many Australian dollars I will get for 50 United States dollars?,2
123,currency_exchange,exchange,"I want to know, how much British Pounds can I get for 5000 Indian Rupees?",2
124,currency_exchange,exchange,How much Swiss Franc will I get for 15000 Korean Won?,2
125,currency_exchange,exchange,"I have 750 Brazilian real, what will be its equivalent in Russian Ruble?",2
126,currency_exchange,exchange,What's the current exchange rate from Chinese Yuan to United States Dollars?,2
127,currency_exchange,exchange,How much Thai Baht can I get for 250 Singapore Dollar?,2
128,currency_exchange,exchange,Can you tell me the conversion from South African Rand to Mexican Peso for 500 units?,2
129,currency_exchange,exchange,What will be the equivalent amount in New Zealand Dollar for 4000 Hong Kong Dollar?,2
130,geocoding_by_api_ninjas,v1_geocoding,"Can you provide the latitude and longitude of New York City, United States?",2
131,geocoding_by_api_ninjas,v1_geocoding,"I need to find the coordinates for Tokyo, Japan. Can you give me that information?",2
132,geocoding_by_api_ninjas,v1_geocoding,"Can I know the exact latitude and longitude for Beijing, China?",2
133,geocoding_by_api_ninjas,v1_geocoding,"I am trying to pinpoint Los Angeles, California on a map, could you provide me with the exact coordinates?",2
134,geocoding_by_api_ninjas,v1_geocoding,"I'd like to know the geographical coordinates for Sydney, Australia. Can you help me with that?",2
135,geocoding_by_api_ninjas,v1_geocoding,"Can you give me the latitude and longitude for Berlin, Germany?",2
136,geocoding_by_api_ninjas,v1_geocoding,"Could you provide the exact coordinates for Paris, France?",2
137,geocoding_by_api_ninjas,v1_geocoding,"I'm planning a trip to Dubai in United Arab Emirates, could you tell me what its latitude and longitude are?",2
138,geocoding_by_api_ninjas,v1_geocoding,"I am trying to locate Moscow, Russia on my global map, could you provide its coordinates?",2
139,geocoding_by_api_ninjas,v1_geocoding,"I am looking for the exact location for Madrid, Spain on the map. Can you provide the latitude and longitude?",2
140,geocoding_by_api_ninjas,v1_reversegeocoding,What city is located at latitude 22.5429 and longitude 114.0595?,2
141,geocoding_by_api_ninjas,v1_reversegeocoding,Can you tell me the name of the city with latitude 30.0339 and longitude 31.2195?,2
142,geocoding_by_api_ninjas,v1_reversegeocoding,What is the name of the place at latitude 51.5072 and longitude -0.1276?,2
143,geocoding_by_api_ninjas,v1_reversegeocoding,Which city can be found at coordinates 37.7749 and -122.4194?,2
144,geocoding_by_api_ninjas,v1_reversegeocoding,What location corresponds to latitude 40.7128 and longitude -74.0060?,2
145,geocoding_by_api_ninjas,v1_reversegeocoding,"I am currently at coordinates 22.5736 and 113.8889, what city am I in?",2
146,geocoding_by_api_ninjas,v1_reversegeocoding,Can you identify the city with latitude 48.8566 and longitude 2.3522?,2
147,geocoding_by_api_ninjas,v1_reversegeocoding,What city is located at latitude 35.6895 and longitude 139.6917?,2
148,geocoding_by_api_ninjas,v1_reversegeocoding,Can you please tell me the name of the city with latitude 52.5200 and longitude 13.4050?,2
149,geocoding_by_api_ninjas,v1_reversegeocoding,Which city can be found at the coordinates 28.7041 and 77.1025?,2
150,google_api,video_search,Can you find me some videos about the latest iPhone model?,2
151,google_api,video_search,I need to find the top 5 videos about preparing Japanese ramen.,2
152,google_api,video_search,Are there any videos about the highlights of 2024 NBA's final match?,2
153,google_api,video_search,"I would like to find some cooking tutorials about seafood paella, can you help me with that?",2
154,google_api,video_search,Can you list down some recent videos about the workout plans for weight loss?,2
155,google_api,video_search,I'd like to know if there are any videos about coding using Python language?,2
156,google_api,video_search,What are the available videos about the gameplay of the newly released video game 'Cyberpunk 2077'?,2
157,google_api,video_search,I need to find some funny cat videos for my niece. ,2
158,google_api,video_search,I am interested in watching some breaking news videos from the UK. ,2
159,google_api,video_search,Are there any music videos of Taylor Swift's new album available online?,2
160,google_translate,detect,"What language is the phrase ""Je suis très heureux""?",2
161,google_translate,detect,"Can you identify the language of this sentence, ""Ich liebe dich""?",2
162,google_translate,detect,"What language does ""Amo la pizza"" belong to?",2
163,google_translate,detect,"I just received a text saying ""Te extraño"", do you know what language it is in?",2
164,google_translate,detect,"What's the language of this saying, ""Καλημέρα""?",2
165,google_translate,detect,"Can you tell me the language of ""ありがとう""?",2
166,google_translate,detect,"I found ""Eu te amo"" in my letter, which language is it?",2
167,google_translate,detect,"I don't recognize the language of this phrase ""Jeg elsker dig"", do you know?",2
168,google_translate,detect,"Can you determine which language ""Я тебя люблю"" is in?",2
169,google_translate,detect,"I received a message ""你好"", could you tell me what language it is?",2
170,google_translate,languages,Can you tell me what languages can be translated into Italian?,2
171,google_translate,languages,What languages do the Phrase-Based Machine Translation model support?,2
172,google_translate,languages,Which languages can I translate to using Neural Machine Translation model?,2
173,google_translate,languages,I want to have the list of the languages that can be translated into Spanish.,2
174,google_translate,languages,What are the languages supported for translation into German by the Neural Machine Translation model?,2
175,google_translate,languages,Give me a list of languages supported by the Phrase-Based Machine Translation model that can be translated into French.,2
176,google_translate,languages,Can you provide the available languages that can be translated into Mandarin Chinese?,2
177,google_translate,languages,What are the languages that I can translate when using the Phrase-Based Machine Translation model into English?,2
178,google_translate,languages,I want the list of all languages that can be translated into Russian using the Neural Machine Translation model.,2
179,google_translate,languages,What languages are available for translation into Arabic according to the Neural Machine Translation model?,2
180,google_translate,translate,"Can you translate 'Hello, how are you?' to French for me?",2
181,google_translate,translate,What is 'Je t'aime' in English?,2
182,google_translate,translate,"I have a Spanish document in plain text, how do I say 'Buenos días' in Chinese?",2
183,google_translate,translate,"I didn't know what's the language used in 'Привет, как дела?', please help me translate it into English.",2
